Sentiment,Text
excited,Evenin' tweeties. Phew it's been hot! Not that I'm complaining. Walked 4 miles into town today and felt all hot 'n sweaty   Was nice tho.
sad,I just got busted by the owner of our company playing with a squishy ball at my desk...he asked if I needed more work to keep busy
relaxed,I don't like when my g1 changes.    I feel like google should send me an email and tell me all the things they're gunna do to my phone.
relaxed,is in history
sad,"No running for the past couple of days due to bad knee   Still, Guitar Hero Metallica arrived and has kept me amused...Time to ROCK!!!"
sad,  that is actually a better name than fluffballthegodzilla (my youtube username).  ive been beaten
excited,http://tinyurl.com/ry9wap Hi!!! You are pretty man... I cant upload more pics here for some reason  You wrote you wish to find a women ...
sad,i want so bad to go to the mcfly's concert
sad,Cleaning + finding stuff to sell. I'm so poor.
excited,sleeping in was interupted by JACK-HAMMERS at 9am Damn! Universe says GET UP! But I was up intil 3am 'cause I thougth I'd be sleeping in
excited,tonight in party w/ my girls (minus vita)
sad,My heart has been beating irregularly ever since last night. I don't want to explode or implode
sad,"Just hit the 3000 word mark for his Geography Notes, and I'm not even doing it for GCSE? Mean while I've done a page of history"
sad,why nobody write with me ? !
sad, .... The curse of justin strikes again.... Date the burton and end up screwed  poor sod
excited,Hate I am going to miss the tweet up this weekend
sad,family are home doesnt seem like they missed me at all tbh
sad, you are on mii shit list...Permanent mii dude
sad,I forgot to charge my cell last night and now it's dead
sad,has dislocated her knee  *bad/painful times* gas + air and morphine are fun though
sad,I'm still waiting to find out what  stands for - hoping it's not what I think it is since you  me for .
relaxed,Writing an essay in college writing  so boring
sad,I wanna longboard but it's raining ughhhhhh
happy,shopping! Migawd. i don't want to surf the net anymore.
happy, yep im very jelous too  id love to be in miley position haha x
sad, ohhh wowwww no good
relaxed,_Yavanna me too. she's everywhere...
sad,Oh no! I used my internal sig for an external e-mail  damn. 
sad,_RFTL Think  must have blocked me as not heard a Tweet from him for a while
relaxed,at work doing website stuff with a slight fever and tiny headache
sad, its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore
relaxed, No. I won't be back until the 7th
relaxed,my family went to the beach while i was at the pool with a friend and now i am stuck in the house till they get back.
relaxed, i actually need to be cleaning my house
relaxed,tiss sad when people leave
sad,I need to stop being sick.
excited,Ready to kill myself  i hate history
excited,"YESSS, FLASH IS BEING SHITTY TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......"
excited," Aawh, that; s too bad"
sad,I do NOT feel good today
relaxed,at work till 7.
relaxed,DÃ¯Â¿Â_jÃ¯Â¿Â_ vu!!! Changing out of my GQ outfit
sad,translating my topic &quot;quadratic congruences&quot; for my tutorial in elementary number theory  I have to do this tutorial OMG
sad,  if you need to talk or vent let me know
excited,_carter  we can't see the video it's private
sad,http://twitpic.com/670rw - i miss my puppy
happy,@2TuffDC i dunno what i'm gonna do. i love my skinny jeans!
happy,"I wanna go, I wanna go!!!! but I can't"
sad,YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.
excited,and this terrible cartoon that's supposed to be mexican.
sad," Hey Hey!! I got this custom designed, one of a kind Superfresh T over here with somebodies name on it collecting dust"
relaxed,i want so bad to go to the mcfly's concert  anybody up to go with me?
excited,got caught in the rain outside. now im cold bbbbrrrrrrrrr
sad,"_fan76 ROFL!  THAT'S my problem, only two hands"
sad, but he looks so much better with short hair
sad,Just woke up and feels so damn lazy  time to work out damnit!
excited,wow! Leonardo DiCaprio and Jennifer Davisson Killoran are the producers  of the movie: ORPHAN  !! i have direct contact info for them too!
sad,ah remember the days when you'd sleep in until noon? well guess who did that today? god i feel like a loser
sad,sore throat and a headache starting on a friday is not a good sign
sad,Summer makes me feel ugly  all the pretty people are out showin off their good genes  damn them to hell!!!
sad,feeling the need for more advil.
sad," lol, we are staying in, Craig got footy, so Molly and me missing all the good weather, we have no buggy either."
relaxed,Exactly 2 weeks left in Sigma
sad,Watchin Hollyoaks...poor Justin!
excited, not funny he profiled my ass. Like wtf? I'm still kinda heated. Ugh
relaxed, I'm still waiting for Separate Ways...
sad,"_Meir ohhhh ouch dude, I got it now I was drunk last night and didn't get the context. Sorry dude."
sad,got caught in the rain outside. now im cold bbbrrr
happy, I lluuvv u too..  ahhh im gonna miss u evenn moreee! lol
sad,goodbye picnic for a classmate today  but the weather was fucking beautifuul!!!
relaxed,Proof of heat  good day wish I hadn't spent most of it in bed  http://twitpic.com/670tp
sad,School Over!!! I'm gonna miss a bunch of people
sad,"Dana just found out she doesn't get to take lunch now, but rather in an hour. Hello delivery.  http://plurk.com/p/x29ss"
happy,"can't wait to watch the Tonight Show, this evening last one with Jay"
sad, I'm not sure about this tweet business  Why are the simple things so difficult?
happy,My car is home. Yay! $613.22 Boo!  I'm paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\
relaxed,When God created man i also believed he created a million people to get on ya tits for a laff
happy," forgot to answer your kindle question yesterday. honestly, haven't used it much. have two paperback books i want 2 read first."
excited,both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology
sad,nataliaflewell  hey all so bored and in pain .. anyway god is my love life ever screwd
sad,1st day of work today was a bit tiring but ok lol now onto college work
sad," Oh, don't hurt yourself!!"
excited,Did yall know a kid drowned after trying to swim to the bottom of the ocean in order to find sponge bobs pineapple house? rofl sowy
sad,"I've got sunburn on my arm  In better news, my new Guitar Hero: Metallica game came and I beyond happy about that."
sad,i hella wanted a sausage mcmuffin but when i gt there breakfast was over
relaxed,found out that no one he knows is using Twitter.
sad, One's gone to my husband who's going alone  Other I might just leave at box office under a random name for anyone...
sad,I'm missing everything at work  I want pix of  !!
relaxed," lol, I know how you feel, but with 4 kids and my current work load, I am maxed out with no time to grow things."
relaxed,I am also wasting time til my cab gets here. spamspamspam. Also Keiths motorbike was nicked. WELL shit.
excited,I hate crowds   http://tr.im/mONi
sad,OMG i just realised while listening to &quot;perfect story&quot; penny liked dr horrible!!! damn you captain hammer!  omg im so sad now!
excited,"It's the weekend, its sunny..... and I got another puncture!!!"
relaxed, aw
excited, u feeling urself so much u cant say hi???  me no likey u
sad," Ouch, I'm sorry then"
sad, that was horrible. I didnt ask u to. But u didn't have to laugh about it.  it hurt a little inside here *pints toward heart*
sad,is on the road now! with 7 hours ahead and a beautiful girl behind
relaxed,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!"
sad,"Schools out, but works in"
sad,  i think its like 1million degrees here &lt;3
sad,"Sad that our neighbors just cut down ALL the trees around their house! It looked so pretty before, and they seemed healthy.  Tragic."
sad,I don't think my friends like me anymore  (via  )
relaxed, .. and you're on twitter! Did the tavern bore you that much?
excited, Ohnoes!   That's icky!
sad,My throat hurts
happy,: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz &lt;3
sad,Last business day of the month is the wrong time to get new tags. About 45 people
sad,class is almostt over
sad,wishing technology wasn't so complicated
excited,Running around doing errands on my last day in Charlotte  I would much rather be shopping!!
sad, are you having any problems sending images from Twitterberry  mine just doesn't want to work ! Xxx
relaxed,@S_Mak request me on bbm &amp; send all ur contact info. Everything didn't sync up from old phn  I have ur tmail info haha - DATED!
relaxed,Got my new phone - now to program everything since my old one had no memory card like this one
excited,Warren and Hannah are dead ... oh my godd!! Seriousslyyy this is a tragidy !
happy,Anyone have a Super Nintendo Controller they want to sell me? Mine broke.
sad,Looking for a new laptop battery. Why are they so expensive??
relaxed," sux, I'm thinking of being an accountant. Mad monies! I'm a middleschool cafeteria manager  (25k/yr)"
relaxed,*old me's dead and gone*
sad, are you guys dead again?  I can't load it up
excited,someone WOULD give a speech about loved ones in the hospital. Stupid COMM class
relaxed,Glued to the copier machine today.
excited,i don't know !!
relaxed, shut up  you know what! oll just like zack again then.
sad," if i can get a ticket, but the pickings are lookin slim soo prob not"
sad,Heading to work - on my Friday off.
happy,_chiel Well...I would love to have a Zoo! ;P Dont think I can be there sunday.  But sometime I will !I want to!
sad, How come?
sad,Is on the couch hungover--don't expect much out of me today
sad, Sorrry  I'm ready to leave.
sad," Just bad day. T_____T Gyah. No car, baby-client is teething and miserable, I forgot to pack a lunch, and I has to get a new car."
sad,Flash lost my frisby on a roof. Sad days LOL
excited,"Thought I'd check out home, that was 10 minutes ago, downloading update, now home square....that's why I can't be bothered with it Sony"
relaxed,Having Problems With My BlackBerry UGH I need another charged Battery! (@ least 4 now)  
excited,I hate the dentist
excited, haha that sucks! actually mine is worse. mines ft math  eww
sad,My aim is not working due to network problems
sad,i'm still here in the office...and the sun is shining
sad,"Being tall has its ups and downs , my legs are in pain"
sad," Geez sorry to hear Steph, I hope things improve soon. I know that ain't much sorry"
sad,Such a beautiful day...wish my bike hadn't been run over by a car - hit and run.   
sad,oh my gosh!!! hollyoaks was so sad tonite
excited,:O Can't believe Hannahs dead in Hollyoaks!!
sad,Way to many people were crying at the school picnic and now I have to decide if I want to go back or go to public. I'm confused and sad
sad,poor baby girl chloe is freaking out because of all of the noise!  She so cute and pitiful hiding under the middle of the table!
excited,Carol Vorderman cancelled her interivew with me... so now I have no proof against all you non-believers!
sad,i bit my tongue sooo bad...it's swollen.
sad, please don't roll your eyes. I can't handle that.  *cries*
sad," I don't know, ask Carolyn. Also, we won't have the boxes empty by the time you get off."
sad,mcfly anit been on here in ages  z
sad,ugh back in reno
relaxed,'s hair was on fire right now! Ewww it smells
sad,I'm slightly disturbed by Hollyoaks tonight.  I really don't think it's something that should have been shown at 6.30pm...
sad," yeah, precisely what I was thinking"
relaxed,Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.
sad,Working during graduation. What a shame.
sad,i waited too long to buy pink tickets!  now we're going to be in nose bleed!!  how sad  we're taking binoculars...
sad,just spent an hour trying to get the newborn bird in my front garden to fly. poor baby  no success!
excited,_may http://tinyurl.com/n23akq &lt; that! its so cute and currently has ymas pumping full blast ! i dont know what to revise for comms
excited,Omg. That's all I can say
sad,"argh, i don't feel too good"
excited,lif's unfair....luk wat it did to ma frend...i m so hating it
sad,"SPGridView is looking prettier, but I'm pretty sure my code is very ugly."
sad,is feeling the effects of spring. My sinuses are killing me
sad,My tomato soup tastes like red peppers
sad,Soo sad my McMcBuddy thinks I look like I could have a little rainbow  ... I like burritos ok! BURRITOS!!!
sad," Sorry you are having a bad week. I feel like if I could get good sleep, I would be so much better too. Fog"
sad,"LONELY, I AM SO LONELYYYY ...  plz come back"
excited,"@88brit06 def see ya tonight, we must get some RN photo's, I didn't get any yesterday  lol! And thanks for doing so, please don't forget!"
sad, endodontist should be able to do it without removing it. Just hope my ceramic crown doesn't shatter some time later
excited,why is it still raining?!  at least i have cute rainboots
sad,"The sun just came out!!! Pray for me guys!!!  Writing skills test   No pass, no class, no graduate -.-"
relaxed, aw you could have played the penis game with me this morning! Nobody else wanted to play
relaxed,_berland LMAO I know I know
relaxed,"Today has been a nice positive  fun day , after several weeks of bum days"
sad,No one loves me  Brittany forgot my flowers...
sad, i love those boys. i missed the chat yesterday  it was the firts &amp; only one i'll miss though! &lt;333 Nick Jonas &lt;3333
sad, I'm sad.  I want to go to the sd zoo. say hi to the giraffes and elephants and polar bears for me!
sad, My Photoshop won't let me save anything  Due to a disk error. The blend took me 1.5 hours!
relaxed,is actual gonna need a new job and not just want
excited," not very effective for me  i am stuck! i either sit up, let it cramp or lie down and pay the consequence later. EEPS!"
relaxed,Schwarzenegger proposes closing 220 state parks   http://bit.ly/MhKz0
relaxed,I look like schuhz and arabyrd now...
sad,really not feelin well...
sad, some..and some not  only my 2 best friends go to the same school..the others change schools.
sad,out with dad to see up.  sad that mom cannot come
happy," awww bb, you sound lonely  I want to drive up there/fly and snuggle you too"
sad,i think june gloom has arrived
excited, it was WAY too fast
relaxed,  !!!!!!!!!!!!
sad,Wheres my phone ?!
sad,Homey missed da bus.
relaxed," Y I GOTTA B TALKIN BOUT CLUBBIN Y CANT I B TALKIN BOUT THE MOVIES,DINNER,OR JUST HANGIN OUT"
sad, I think i would die if they played Pushit. I missed them when they came last time. When Isis toured with them
sad, sorry didn't get to see you
happy,  LOL! Girl that video disturbed me  and I love the hk theme too cute!
sad,woke up to boxes to the ceiling and now he can't find his yerba mate or coffee beans.
excited,wow. i just install twitter fox. I am tired to keep refresh my browser
sad,some advice for all of you: dont pressure wash your foot. it hurts and is not worth it. you really do want the skin on your foot. FYI. ow
sad,"feel like a junkie  i live in chronic pain disorder with fentanyl an morphin, that is not nice... it really sucks"
excited," I know, huh?"
sad," hi angela, can you check your email? I need one thing from you (sorry if it's your day off  )"
relaxed,   Oh dear - Boyle is staying ...
sad,Can today go any slower? Time is just dragging by.
sad," sorry, that's probably my fault."
sad,"Urghh, I'm gonna do my project now  don't wanna waste valuable weekend time"
sad, following 865 and followers 539...not nice
sad,  I doubt it! Boo! You always leave me behind on your awesome roadtrips!
sad, http://twitpic.com/5ut6j - Poor Thing
happy,  *hug*
sad,"So has anyone had that yucky new throwback pepsi and mountain dew yet? If they plan on keeping it around, I will not be drinking it!"
relaxed,o ok..im jealous..i wish I was in bed
sad,"_Beez - I'm 20% hetero-challenged, but still didn't care for &quot;Milk&quot;... I thought it was boring."
sad,shoutout to  we're both starvin like homeless cambodian kids  lmao
sad," so I wanted to DM you back but I couldn't cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ..."
relaxed, .. .great.. you can buy me lunch when i get my 10-15% pay cut next month..
sad, your phone isn't working!
relaxed,Almost ready for new Beta.... until we found a showstopping bug   Please standby.
sad,just ran some ACCELA unit tests for the first time in about 2 years... and they failed
relaxed,  its my fav since i was little its gonna storm
sad," Yeah, I thought that was very little warning for you guys.   I don't miss 12-9 shifts 6 days/wk with no break, that's for sure"
excited, No surprise there. They probably don't know themselves where it is
excited,"_carter It says &quot;This video is private.&quot;, WTF????"
relaxed,wants to meet Bill
sad,is sad because his tea and oatmeal are cold
relaxed,   do you need to go on a bike ride?
excited, lame. you should have said hello!
sad, I want an espresso machine
sad, I am sorry.
excited,DIDO &quot;US 2 Little Gods&quot; http://ow.ly/9UIn &quot;Just this moment/ Let it all stop here/ I've had my fill&quot;...words that make you panic...
relaxed," ermm, more like a full black upper half.  and some a completley grey"
relaxed, yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that nigga was coughin all over that
sad, thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here
happy, Hey! So glad it's Friday but not happy that I just ate a bad apple
happy,Finished new moon! Woo! Now i want the next one...
happy,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.
sad, we'll see Craig might just hog u guys! haha I work till 10 tonight anyways
relaxed,Danny cut his beautiful curls
sad,Just saw half the RRO staff walk by...sadly I didn't see  or 
relaxed,its almost lunch time for you
sad,Im sad right now becuz of my lady
happy,http://bit.ly/NYhMZ  Dionusia made me do it
sad,wants to goto lonovala for frenz wedding....bt....no transport arrngmnts wrkg out
sad, time to leave a passive agressive note to the owners.  It's not the dog's fault... it's their shitty owners
sad,will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl
excited,"Yolonda, I went swimming with my phone at the beach lol and so I lost all my contacts"
sad,  that's no bueno...hope u feel better!
excited,so....i'm guessing no BGN?
sad,Feeling like the bum of this recession.  Don't try to call or text me.
relaxed,_Kill_Boy I know the feeling
sad, I mean someone hit a dog with a car. It was just laying there
sad,"Nice to come out of a business meeting feeling desired &amp; valuable. Now, to come out of a date like that..! (Or, to go on a date at all..)"
relaxed, hahah no not that valley. that's cool valley. texas valley. like...rio grande valley. ahhaha i wish i lived in california valley
happy,So much for buying that awesome new phone from sony ericsson  - I am now Berry'd like everyone else...
excited,just got the dreaded call from babysitter - little H has bumped her head  Sitter says she's fine and goose egg is going down fast
relaxed,boo (but will I listen?)
sad," gosh, I'm sorry man.  I'll hope for good news."
sad,Trying to stay upbeat while I wait to get my keys out of my locked car
relaxed,I want the rain to go away! There has been too much of it lately
sad, aww im sorry im home now hope your ok  i love ya wifey &lt;3 xx
excited,This is getting on my nerves. I cant change my pic
sad,Running around town with Kathleen....she's leaving me for a month..
sad,Got insurance forms for Polo. Feel a bit  Has to be done though.
sad, I wish our  didn't close
sad,"Wow, kinda bothered that Jon is doing deposits now.  Apparently he keeps getting fucked out of times, but deposits are SO hard for me"
sad,just got home from doing the big shop totally munched out because i was so starving and im at weigh in in the morning oops
sad,its impossible to watch in full ANY flash video with my mac after 5.7
happy,such.a.tease.
sad,"really ill again not been well for 2 weeks, i've got a bad viral infection."
relaxed,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber"
happy,Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn't
happy,Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.
sad,Going to tmobile  i need a new phone this G1 is so not working for me anymore
relaxed," Poor kitties  If there's nothing that can be done, hopefully you'll at least be able to find her a good home"
happy," no wayyy, that's too funny.  well he sure is missing out, but ever since you left, i feel i am too  when is your next visit?"
relaxed, don't make me smite you! and yeah  yeah it really does. No cuties for me
sad," i know, i was on the list, but had to miss out b/c of conflicting plans  how did it go?"
sad,grumble..weather man.. don't know wtf they are talkin about.
sad,is incredibly worried about Stanley...
relaxed,"An hour of walking in hot weather = a satisfied but hurting Nellie.  Ow, blisters."
relaxed, gutted your out off hollyoaks  xx
excited,"ha ha...just found a new cocktail: Dances with Wenches (Cranberry Juice, Spiced Rum), sounds nice but I don't have any cranberry juice"
sad,i thnk ima cry i feel rlly bad
relaxed,ok its FF soooo why isn't anyone following MEEEE??? LOL ughhhh I have some lazy a%# followers they wont even help me out
sad,watching the final episode of boys before flowers
excited,  _erincharde  hey you guys should invite me out...moody is my only friend these days
happy,I'm being held captive on my day of freedom.
sad,Hey  ugh no way to do video&gt;blah {pouts}   (Social Media TV live &gt; http://ustre.am/2NjV)
sad,is pumped and bummed all at the same time.......
relaxed,at 1st they said yes but it looks like they scratched that plan b/c of the supply demand  
sad,Tonight the last night of Jay Leno!!!  am gonna cry like a baby!!
excited,"Shouldn't sit weirdly at the pc, I know Im going to hit the deck once I get up"
sad,is missing someone.. haayy..  http://plurk.com/p/x2avn
relaxed," Please send me those youtube links, Erin watched most of them but I was cooking and didn't get to see the cowboys"
happy," Haha, it'll be gross by the time it comes back.    Tell you what .. we'll Yum! Vancouver some malay spot soon, or just go indian"
relaxed," never.  smh, I don't own flats  lol"
relaxed, Content content content .... gah! Story of my life right now - thx for reminding me. That's what I should be doing v. Tweeting
excited,I dnt get to go play lasertag w/ my besties!     *old me's dead and gone*
happy, I want a massage!!!
sad,Bloody sunburned
sad, // i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg
relaxed, ..still nw in trending topics..
excited, i help represent high profile actors for their tv/film/theatre careers so get free tix.. but not for Jersey Boys..
sad," where have you been, child? i miss you, we haven't msned in days!"
relaxed, Sorry.  You're in upstate NY. Does chilly weather really surprise you? FL is much better &amp; the panhandle doesn't get as hot
sad,oh no. opera 10 is not google friendly  *weeps*
sad,Starting to spoil my pug since her brother Max passed away on Tuesday. We miss him.
happy, Warren has just died.. hannah has been killed.. and I'm gutted!!! I love warren (even if he is nasty!!)
excited,Tummy hurts  oh noes
sad, DAMN IT! I want to see that movie sooo bad.  Don't tell me anything. hehe.
sad,Sad! Casue everyone is going their seperate ways! Never going to see my friends again!
sad, yes I'm starting to feel the effects of humidity
sad,annoyed and overwhelmed
sad,I wish it would rain...but it won't
sad, dave why why why can't this happen when I'm not working and can listen?! :::whining big time:::
sad," Fun idea. But, if we saw how clothing would really look on the slouchy, would we buy? Think not.   People R buying the dream."
sad,Really sick
sad,never answer me back
sad, So sorry to hear about the kiddo!  Hope she feels lots better now that the cast is on
relaxed, smh @ playing dress up! lol. I can't see the vid though... Its not working
sad,Potluck for danielle taking veggie tray. I will miss her
relaxed, it would be so fun.  too much to do.  not enough time or money.
excited,wow i just slept till 2pm..again... good job me
sad,Hes just not that into you
sad," I'm game, too bad your leaving HI!"
excited,"specially when you're already burneded. wore mums shoes as well, and now im all blistered. it sucks balls.."
sad, You don't get them anymore?
excited,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection."
sad,"California's budget deficit (now at $24.3 billion) means big problems and lots of cuts, including 220 of our state parks"
sad,"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,"
excited, did you google it too? or maybe you actually knew the answer lol ps put uo the pics already from last night  im getting anxious
sad,"  Lupo's is a bit far for you methinks, luv. They're an hour out of my way in Providence. I love Providence."
relaxed,Site of our first date - Macri's Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.
sad,is soooo hungry right now! Why is it not lunch time!
sad,At pool in Orlando got new kicks  going to seaworld tommrow miss my best friend
happy,  http://bit.ly/TVERS - ever been here? the night we didnt meet  we ended up here - possibly the best pizza this side of Chicago!
sad,Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!
sad,"Yay, it's friday and boo i'm so broke i have no dosh"
relaxed,"  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home"
sad,i made an okay rap mix   i couldnt have the stuff i wanted  im getting ready to leave
sad,jus skinned my knee. Wat am i 6!?!?! Hurts lyke hell tho. Its always tha little ones that hurt tha most.
sad,I am so sad... How come Pooch Hall from The Game has not accepted my friend request on Facebook Yet
happy,I just need to go to the bank
happy,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central"
happy, i want more
relaxed, ~acai emails~yes tons of them..
sad, oh no your sick! I'm feeling kinda sick too  and I'm hating this overcast weather!
sad, why no FF for me?
sad," Sorry to hear about your dude probs, what is it that's too much?"
sad,Gonna have to have arthroscopy to repair my knee
sad," yeah - stomach bug or something. Fever, etc. Not fun."
sad,"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!"
sad, Aniya666 yours wasn't there
sad,Another interview... Please somebody hire me?! But I'm late
sad,"Sigh. My metal friends keep planning stuff on Sunday afternoons, when I'm at work. Feeling like I'm losing touch with them"
relaxed, He he i wish i could go to the gym
excited, I wish.
sad,my life is sad..just had reminder go off on my phone to recharge toothbrush!
sad,Now I'm depressed again..ugh!!! HELP!!!
excited,Well its a good thing ''march'' wasnt very long and i didnt like it...cuz its deleted. Ugh
excited,"_PingPong Oh, so no male strippers then?  LMAO"
sad,the low point: a poor pigeon outside my building isn't capable of flying. It's just wandering up and down the sidewalk. so sad
relaxed," weird trigger. You should definitely ask him about them on monday, dude...  shitty."
sad, I can't wait that long
sad, no money no honey! hehe too soon  sorry
excited, - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific
relaxed,one last stop in Chicago before going back to Miami
sad, You are sooo lucky. My fiance is away w/the Marine Corps...haven't even seen him yet!
sad,not looking forward to driving in this storm.
excited," yeah. She's screwed. $3000 in new tires, new turbo, and maint, paid it off, and now she'll get almost nothing."
sad,i don't like being sick when the guidance counsellor is supposed to take me + 35 other kids out of school for bowling &amp; pizza
sad,why did Reel big fish cover Edna's goldfish
sad,is putting on her &quot;suit&quot; (&amp;dont mean jeans&amp;T)&amp;Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!
excited,wow their is no pancake mix
sad,_ yeah sorry i was busy last night  ill try and go next week!
excited," Hey, that link didn't work for me"
happy,Am in the mix on the Galaxy weekend! Love(d) my Friday show! Sweet! Make the most of this one if your listening
excited,I so hate riding the bus. 1) It's a damn sauna in the summer! 2) Like could it kill the guy a few seats up to shower once a month??
sad,shit back home in tallcree (rez)  now i cant see my boyfriend
sad,I just cried whilst watching hollyoaks  .. i need a life! lol
sad,Somebody accidentely sleep for 3 hours instead of 2 and now I can't hang out  WORK BLOWS! sorry _jones20 and 
relaxed,Transition time is over; tonight I work night shift. I woke up at 1330.
sad,_Jo my mask is non-existent at the mo  Charis didn't send me one &amp; I haven't been bothered to make one! I'm wearing boy clothes!
happy,"http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men"
sad, I would if I wasn't working today.
sad,That poor goose.
happy," i'm getting them this weekend. aw, i really want you to!"
happy," I need to move to NY, SanFran, or Seattle to get worth-a-crap internet speeds"
sad,Head is throbbing from lack of sleep and still have mucho work. Doesn't feel like a Friday
happy,1 week and 1 one day to go.
relaxed,Just got back from lunch and feeling more like a nap is in order than work  But I will press on!
sad," We can miss our babies together, haha. I'm dreading taking him to the kennel."
relaxed,at work booo....
sad, What?! You have to be kidding me - it's an AZ landmark! This kinda news makes me sad
sad,   Woot! lol  It's gonna be hard to send this one back
sad,_benson It's raining where I am. I wish it wasn't.
relaxed,I ate too many kisses.
relaxed,i'm soooooo sleeeeepy!!! the last day o' school was today....sniffle....
sad, i dunno..tipsy gave EVERYTHING in the 1st set and still lost..not sure what mental state he was in - but the injury was bad timing
excited,have to return my sideways. fuck meds and bills.
relaxed," Aw, that stinks, I'm sorry."
sad,less than 1 month and im done with high school... ohh my!  my friends
relaxed,_benson It's been raining here for 3 days
relaxed,im in stats and I'm bored and tireed
sad,whew how did i end up going from mugglespace apps to youtube??? haha its just one of those days i guess. i really hate being ill
sad,Ready for this saddenning depressing dullful upsetting dreadful weekend.
sad," ohhh ok. so like, it's more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn't unlock it"
excited,", awe, me in work, no BBQ for moi this weekend"
sad,Doing dishes...i miss my kitchen team
sad, Darn. No bacon
sad,8 month old African grey parrot  sad sale - Reptile Forums UK http://bit.ly/grrdA
sad, man i wish i still lived near a drive in  perfect movie experience
sad,Sitting in boring ass litterature listening to jack Johnson  missing the gf soooooooooooooooooooooooooooooooooooo much.
sad,has a terrible headache.  I need relief!
sad,waaa the octo drive and i can't go for it
sad,"sooo tired, I wish I had time for a nap before work"
sad,Day 7 without shower. No end in sight. There is stuff between my toes.
sad, what happened to winston?
relaxed," I know, but considering I've bought a lot of new yarn recently, I think it's necessary this time."
sad,Missed my massage appointment..... Now Its 2maro   I needed it
sad, URGHHHHHHHHHH your makeing me cry
relaxed," I so agree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!"
sad, My closet situation is close to the same.  Except it's not closet located near NYC.
sad,ah shit ... my chest hurts now
excited," I'm thinking of a dawn shot of Carlingford Lough, the sun will be in the right place this time of year. involves an early rise tho"
sad,"Schoool needs to end, Work tonight 4 to 8  hittt me up after &lt;3"
sad,Fuck traffic. Going to be late!
sad,@ work....boyz make me sick..
excited,Hates having broken wrist and has PE next ugh
excited,I was gonna get off at 230 2day. Just found out I'm stayin til 630
relaxed,Got a deadline to meet!!! No TGIF for me
sad,RAIN why must you come &quot;after&quot; I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!
relaxed, Why?
sad,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!
relaxed,Great lunch at baby bulls.  Now time for work til 930.
excited,HELP!!! I think  is crazy funny and can't give him favrd stars  Please help me get him UNBLOCKED from favrd so I can star him
excited,"Not enough pizza ordered, so I didn't get any. And it was Pizza Delight too!"
sad,still hoping for a job... but now i have strep so looks like i wont be looking around places for the next couple of days
happy, i think  missed me tooo
excited,Yay! The playdate is back on but my van's transmission is  dead
excited,"I BET BLACK PLANET, LOL, I DIDNT HAVE A PROBLEM WITH IT, BUT SHE WAS UGLY."
excited,So bored in chem n im super hungry! Ugh
sad,"My GCSE and A Level work is at least 50x better than my degree work. Oh Uni, what did you do to me?"
sad,Cancelling my JavaOne  http://ff.im/3nzTH
relaxed," I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go."
sad,bored. tired got headache
happy, this picture made me cry  lol http://www.twitpic.com/671w1
sad,Spring cleaning for http://milliontreesnyc.org tomorrow. But the park I want to go clean is not accessible by public transportation.
sad,says misses my cousins so badly!!!  http://plurk.com/p/x2bha
