Sentiment,Text
happy, thanks lady.... bummer for sure.
excited,now there's a fly in my room
sad, my feelings are hurt
sad,i just want my car back.
sad,Woke up.. Walked out of my room  and a bug flew in my eye
sad,And I wanted us to leave at 12:45 to do a 1 p.m. showing (staff retreat mini)
sad,Turned my alarm off this morning because I thought it was Saturday. Had to rush to get ready for work because its def not Saturday   
excited, me too i hate revision
sad,Has anyone else woken up one day and felt like they acquired near sightedness over night?  Everything is blurry all of a sudden.
relaxed,Now to go home and cry
sad, YES!! I made the sign when i noticed it missing on Sunday! So far  no luck... It's now Unlucky Japanese Cat...
sad,that just sucks!
relaxed,Off to work
excited,Final thought for the day  does deodorant really make your lungs bleed when inhaled constantly? Certain females paranoid about BO
sad, I am lost. Please help me find a good home.
excited, no news on the kid. They can't find the parent!
sad,My shirt is a fuzz magnet today and I feel totally uncomfortable
relaxed,Trying my best not to share this lovely head cold
sad,  I gave up cable in these tough economic times.  it was either cable or shoes  and you know what cable lost
sad, Dang... that IS disappointing
relaxed,sad assembly  next block
relaxed,off to work now
sad,why are matters of the heart so complicated?
relaxed,My son had surgery yesterday so mommy and son time won't be as long today
relaxed, Do you think the bead crumb navigation will return to the new Fusion studios? I really miss that at the top of each item.
sad,damn i miss my bf
relaxed,I did many things but missed tweeting
sad, Sorry to hear that Carol.
relaxed, join the club
sad, And.. it's raining here
sad, so where r u spinning now that the Hookah is R.I.P.?
relaxed, ???? ????? ????? ?? .. ????? ?? ????? ??? ???????
relaxed, flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!
sad,Have a slight headache
sad, did you decide it is a sprain? mine has been bothering me again  but never had it checked out
happy,Up and at em... got a big To Do List for today  and hubby has to work   But then weekend is going to be just us... I think!
sad, I wish i could have a pole  we got no space for it  maybe i should throw out some furniture and get a pole
sad,Damn fallout 3 is a hard game
sad,one of my cat's is sick
relaxed,Is tired n wants to sleep in her own bed
sad,dammit i cant watch stadium music
excited,We waste way too much paper @ the office... for nothing worthy  that almost disgust me
happy, Would love it if you guys toured here  really! Philippines tour?
sad,It's raining  I can't go out to jogging... I have to do it in my house gym...
sad,thought I was going to have a fun day
happy, I know how you feel  Have a lovely relaxing weekend!
relaxed, unusual for them
excited,  When are you coming to Indianapolis  !?!?
sad,Moving makes me sore.  Dunno if we are gonna make it!   Its getting close!
sad,my shoes hurt my feet
sad,Loving the warm weather... but can we get some rain please?! my water bill is going to be bad
sad,at work with a HUGE headache
sad,i feel like shit
sad, Oh dear... that's just... disturbing.   The coffee connoisseur in me just died a little.
sad, yeah  That was bad....
relaxed, yep
sad,I hate having to put my toddler in a disposable  but her rash needs ointment. I hate her having a rash even worse.
sad,My coffee got cold blah!
excited, You look nothing like your Twitter avatar!
sad,i lost my phone.
sad,it is always sunny on days when i can't possible be outside.  life is out to get me
sad,. Really I look like a boy!!! I need someone to do my hair!
sad,Tired with a headache  me no like sunshine
relaxed,Its cold
sad,died again in KP  .. gonna upgrade some of my spells now first before heading back there... 
relaxed,Managed to finally get through to someone who had left a message earlier today. Old dog already put to sleep
happy,Finally on my way home
sad,Poor Nicole just absolutely DESTROYED her cell phone
sad,I was on time three shifts in a row.  but I woke up at 840 and work's at 9. five minutes late  ugh! -_-
sad,I REALLY  should have gone to the Chiropractor this week . . And today  my neck hurts so bad
sad,Ordered a new computer! Unfortunately it won't get here until the end of June.
sad,Two dozen roses sent  overnight and delivered this morning. Just found out the recipient is out of town!! Sad
happy,just about to say goodbye to  and  two of the best interns that Elevate have ever had
sad,Is wondering if my ankle will ever stop hurting
relaxed, stinks  what do you do anyway?
relaxed, I really wish I could convince Brandon to move somewhere like that. All he wants to do is move to Lexington.
sad,I forgot to put on sunblock before getting in the car
relaxed,_playboy R.I.P curls
sad, I always hope they will die out but then i see the the old ones and it makes me sad
relaxed,and so to London in a car that's about 500 degrees with no air con!
relaxed, - Man I miss this truck so much!  had to return it cause it was 687.00 a month and 236.00 ins a month on it : ...
relaxed,Going home to get clothes
sad,has at least 30 bug bites on her legs
sad, Sounds painful   Sorry you got hurt.. And may I ask how this happen?
sad,god opened the clouds and said i hate you josh
sad, well there go my peace corps prospects.
relaxed,work all day
relaxed,Female and Male 3 year old Labs looking for new home  Family is loosing their home. Both must stay together. Contact me if interested.
happy, oh great.
relaxed,wishes he could be with that special someone....
sad,My job sucks!!!
sad, So sorry I missed it!
sad, am I not good enough
relaxed,well here i go off to work
sad,so so tired..
excited,fuck you tony
excited, totally! except we can't ride on the sidewalk like when we were kids.  a lot more safe than on the road with crazy drivers.
excited,i hope i can find a store to take us
sad,is tired and sad
relaxed, a wet and dirty one now
happy,looks like another sober weekend ahead...
sad,  that's not good
sad,why does my life suck?
excited,Is waiting  yet again. please  just let this to be over
sad,UGH! Poor Beautiful Girl. Went in for new tires and inspection sticker. Now there's a $590 repair and still no tires.
sad, that and being so careless with her vocals.
sad,Irritated that I can send emails but not receive them!
sad,My computer died
sad,Conference call with HP.  They gave me an invalid pass code so I can't attend
sad,Massive headache
relaxed,Goodbye mountains.  
sad,My head's THUMPING.
sad,So annoyed I missed Mitch Benn @ Lemon Tree. damn you What's On!
sad,oh no! I just crashed my ball pump
sad,sad day... told my students this is my last year here... a lot of crying since..
sad,Slovakian country side is a refreshing change compared to tarmac and cars  but I am a city boy and need the tarmac
relaxed, Yes  it seems that way - page not found
relaxed,  were do you  work??
sad,OH. I am just so tired.
relaxed,:  I've been!
relaxed, No. Its a bug  in coding. Go into the forum then do reg. Let me know if that work!
sad,According to   a quarter of families under six live in poverty.
relaxed, I ate some hot food
sad, Think of the prize at the end. So sorry to hear that though.
excited,Just got up. Need to leave for class in a hour.
sad,ARCHIE ANDREWS WHAT WERE YOU THINKING?! veronica?
relaxed,is taking a deep deep breath
relaxed,Disneyland was a blast yesterday now back to work
sad,I just saw a load of ambulances &amp; police cars &amp; a car smashed up with a roof lying in the road.  :&quot;(  that's 1 man dead 4 sure.    .
relaxed,Brilliant day today  got the car washed and got a washing done! Just have to go to work in an hour
sad,According to   a quarter of families with children under six live in poverty.
sad,half my class just called me retarded it hurt for real
sad,RIP Omar Edwards - Killed by friendly fire in NYC   
excited,Shower. Then back to bed. So sick still.
sad,Everything is annoying me today
sad,hand hurts
sad, lucky girl!!! I work all day tomorrow! and maybe even Monday!!
sad, and it never arrived. have to wait until Monday now
relaxed,Ow it hurts
sad,I need some cheering up
sad,Venus Williams is having a horrible day at the office
relaxed,I am dreading shopping for a swimsuit
sad,Stupid competition stuff keeps getting in the way  But I am going to get some words in today if it kills me   _writes
sad,leaving now  off to get my angry teethed pulled....
relaxed, anymore
excited,Then back to fucking school
relaxed, um Mr. Deadly Sir . Can You Please Follow Me On twitter .
sad,Guess I'll be running in a little bit. Accidentally fell asleep
sad,crying real tears
sad,my blow torch has broken  this is a REAL bummer
excited,My new car is already giving me problems  That cant be a good sign.
excited, that's great! i was never so good at the jump roping...
relaxed,I want my real keys back
sad,Going home... with sore 
excited, why?!!?
sad,one of the estate agents next door just caught me singing along to wham
relaxed, oh no not difficult. It's just nuts that's how you have to market yourselves on home turf
relaxed,wave would trend higher that bing
happy, I need to watch Star Trek
happy, well good luck with  in an hours time i think i will be on my way home  have fun!
relaxed, me too
sad,  not the same.. Can we party tonight jig
relaxed, Philippines tour  please? Please? Please?
sad,Trying to get some work done not too happy about work situation
sad,Hates moving
excited, have fun
relaxed,So many wires to sort out
excited,The chicken noodle soup I made for lunch to feel better just burned my tongue . . .not a good day.
sad,Murray just got broken
sad,is enjoying a yummy salad  but missing her avocado  that's what happens when your husband does the grocery shop.
happy,really want to go to the nets
sad,I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. 
relaxed,time for work!
sad,Sad to be leaving so soon
sad, well  I took it in early '00  graduated in '01. we were the final stage guinea pigs  it seriously is a waste of time.
excited,Worst day ever. And its only noon.
sad,My friends are mocking my weekend!   have they been talking to you?
sad,fuck awake at 2 am !  i hate sickness
sad,Pulled in all directions and not knowing where to go
sad,Having real bad headache..
sad, WHY?
sad, hope the presentation went well today?! tweet me if yr on campus tomorrow - I'll be around from lunch time onwards
sad,you wanna know what's worse... my coworker just brewed a fresh cup of coffee and all I can think about is bacon
relaxed,Cleaning
excited, I've been waiting about the same time to get in  its whenever they feel like it...
sad, Oh no! Hope it's not as bad as it sounds!
sad, Too bad.
happy, Do a tour in the Philippines sometime.  A lot of fans here would really love that!
happy, hey love whats up! my voice is shot  whats new with you
sad,Trying to get this swimmer's ear to go away!!
sad, RIP Michael
sad,Exams are kinda near. Just a week more. 2 Projects yet to be submitted  and almost failing in one of the subjects. May ALLAH save me
relaxed,Dreaming of bacon waffles  with fresh butter and maple syrup and brewed coffee...
happy,  Hope you have a better weekend then..
sad,Sun has been making me happy =] Shame about work tonight  x
relaxed,Going home but will be back! After I get groceries and stuff
sad, I feel your pain. Mine is the same way
sad, its so sad! i wish i could stay longer! It the last time ill see you tonight  better not wear my make up!
sad,Sad day in the office. Glad it's Friday. Like to get away from this for a while. Poor co-worker just lost her son.
happy, and the other variable types that we have are not going to be any helpful here!  what is the margin of error here?
excited,Frustrating when u r in the mood  but your partner is at work. Ugh!
sad,Wishes she had a pool
happy,found six great vegan places to eat and relax at; four of which I can't get to without a car
happy,In the university with hungry!!
sad,Its seriously quiet and lonely here without Bunny
sad,in class sick and hungry
relaxed, Crap. Now you have to cover the whole purse with those so it looks like a pattern.
sad,i got a replacement phone and now all my text messages and call history are gone.  I am sad.
relaxed, It happened to me the other day (customer asked me to ship to her work address)  I sent her another one
excited,Ugh i hate not having my car!! i miss you my little ford focus!!!
sad, Can't do tonight - could kill a pint though. Another day...
sad,weather is making me gloomy
sad,it's so slow  and I want to go home already
relaxed,Blah. Work at job one all day and job two all night.
sad,is hurt and upset and trying to smile when i feel broken inside
happy,Back in Manchester. Whats with the weather? Sweaty
relaxed, what's wrong with dressing in fifties fashion?
sad,The time is not my friend today
relaxed, what time is our conference call??
sad,sick of math
happy,Finally left the house! It's gloomy outside.
relaxed,I wanna go see the cab really bad.
sad,Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day
sad, um  I think what I will miss the most is.. JAY LENO!!!!!!!!
sad,Ive totally not got that job  i can just tell.
excited,Just been out to try to catch a swarm  gone into a roof gable end   Set up a bait hive an hoping for the best at the moment
sad,extremely bored.
sad,why is it so fucking cold ??!
happy,via : Found  Head's Up! . Probably my only find of the day.  
sad, i miss your dance friends too.
sad,The computer at work hates me.  have to call tech support. Again...
sad,My hair dresser passed away yesterday from breast cancer  She was the greatest hair dresser I'd ever been to!
relaxed, Why is it going to be anti-social?
relaxed,I've only been up for an hour and today already sucks
sad,I do not feel good
happy,  - thats actually adorable! ooh how i miss dude
sad, I know it's just a sprain. It's a repetitive injury for me.
relaxed,*yawn* At a hotel. Moving tomorrow
relaxed,I wish I could get sushi delivered to work
excited, -  and I just saw this monster dog in the park
excited,I hate hiccups
excited,says ...tomorrow is another day...  
happy, miss chatting with you
relaxed,....if you see Christoph please tell his lunch was packed this morning and he left it in the fridge
sad,headache  headache  go away. come again another day....
relaxed,Time is going slow
sad, I have been run down all week  going to bed around 8:30 each night because of my allergies. It is miserable.
sad, I know! I miss her...
relaxed, what? You won't be two blocks away any more?
excited,hates putting in new contacts
sad,asks: did anyone possibly get a photo of me receiving my diploma? Dad's camera died right at that moment.
sad, *sighs* Ah well.  Maybe my second email will clear it up and get him approved.
sad,Huffy is not having a good day night or life. Poor baby
sad, oh my god. i can't do the end of the dance  *sob*
relaxed,everything is spinning
sad,_98 Kevin can't leave work until 2
sad, Ten hours ago  I was was sleeping  sorry.
happy,It's officially the start and the end of my summer. Oh summer school
sad,Back is SORE... should not have done that jump last night
relaxed, It's still up the duff boo
sad, in my opinion one gray hair is one too many... I have way too many as well
sad,I really miss my phone  i cant wait till my new one comes
sad, I sometimes fail
relaxed,June gloom is upon us.
happy, yeah  it will get better though  i know it!
sad,Just got laid off  stupid economy!
sad,bad hair day
relaxed, me either
sad, The party has to be moved to next weekend  ..stupid weather.
relaxed, I missed out on carrot cake last night.  Hope you had fun .
relaxed, Oh no! A lot of people are starting to tweet again! Hope you could still read our multiple tweets  Philippines tour  please?
sad, bad luck  oh well next time you will be more lucky...
sad,_SEX I do!  I'll probably get fired if I do though
sad,Really good concepts at . I *really* love to send something mine  but no time
sad, So sorry to hear about your mom! that really sucks
sad,Ugh - car got stolen sometime between yesterday evening and this morning when husband was due to go to work  Like we can afford this???
happy,My Degree  [Tear] happy moment!  
happy, Seeing my friends and doing coursework  I have the weekend off work so I am happy!
sad,can't wait to get his hands on his new blackberry  this one is dying on me
sad, hey  I can't make it to Makers tonight
relaxed,Lack of plans for tonight  Anyone going out?
excited,Today i Know  My Life Is Empty...  Thats sad but real!!
excited, my keys were cracking and crap. I kind of miss my old phone already.
sad,It has been 24 hours now  since I had my dog put to sleep.  RIP my old friend.
relaxed,i have such a sore head
sad,no more twitter in a while   .. tweet tweet
sad,Finally got a call for marriage counseling 3 days late....
relaxed,I must have applied for about 20 jobs every day this week  why won't one of them contact me???
sad,Can't believe this Shit! I've spend 30 minutes for for a snickers ice cream... Seems like no one does then anymore!
happy,finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight
sad,Smart cars are the most worthless cars ever made. &amp; it makes me sad how many of them I see anymore.
sad,My throat is killing me
relaxed,is still craving for a cheeseburger.
relaxed,Back from Worcester.  My work week starts on Friday at 2:30.
sad,Roasting to most probably death
relaxed,let me out
sad,Gus  formally known as world's ugliest dog has died  We'll miss you  Gus 
happy, nice way 2 end the week...
happy,is back home now      gonna miss every one
relaxed,Last lunch with the interns
sad,so freaking tired.  It's like my body refuses to move.
sad,Ugh worried about my math test
sad,I wish the weather would be slightly less rainy so I could use the hot tub.
sad,I fell! I think my knee is broken  but I look fabulous
relaxed,I hate today.
relaxed, the link sent me to a tax relief web page
sad, may I ask what bluegrass means? Sorry in advance for looking a bit silly by asking
sad, Good BUT it's supposed to storm later
sad,I want some sushi today
sad,not long in from sunbathing and burnt
sad, Probably not  kinda expensive and we have to work. Most people have off weekends  we work.
relaxed,Going off BC is making me break out.
sad,lost my game  by 3 POINTS!!!!!
happy, I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today
sad,Headache
happy,Happy Friday. Just pulled some yummy radishes out of the garden. Hope the strawberries turn out. Still no blooms.
excited,Wishing I could be in NOLA this weekend  oh well  I'll be there Tuesday!
relaxed,can't eat real food. It's pizza Friday.  Off to find some soup...
happy,want food too
relaxed, Oceans 12
relaxed, I think I'd be like Phoebe's mom on friends - Stop the movie before the sad part.
sad,taking sad to a whole new level
sad, yep  which sucks because i thought somewhere it said it was..
relaxed, I will post it later. Its not on my comp
sad,Paid all my bills only to go out to the mailbox to find more of them
relaxed,feels really weird today.
sad,No one wants to sit with me at lunch  I guess I'll just bury my head in my laptop and continue to be anti-social.
sad,I think my book is gone forever... we mourn forever  SHIT!
sad,Oh snap!  Just broke my windshield while replacing my wiper blades.
relaxed,You guys need to get on me. It's been 2 weeks since I've went on a cache hunt  
relaxed, that sucks mama
sad,is a failure
sad,I misses my bed  so sleepy!
happy,  and Em  my baby  starts kindergarten.  What a crazy summer it's going to be.
relaxed,Going to third
sad,  I lost that membership when I got boosted to the 3 D club.  It's lonely.
sad,if officially done with high school....  so sad... i miss them already! movie later???
sad,i need new running shoes!! my feet are completely torn up
excited,What a dreary day in LA. Where did all our sunshine go?
relaxed,Reading through today's paper along with some watered down coffee compliments of my 'rents...
sad, Oh no!! I hope it's not bad
sad,Young love comes to an end
sad, is work next door sucking again
relaxed,just get back home. the first exam was too long no time to finish it ...
excited,  DUBLIN TOMORROW!! Cant wait.. hope ye are excited  Been over a year since last time
sad,This is what I am drinking instead of beer: Airport is out of beer.. At least it is carbonated...  
excited, In honor of my web buddies who moved.     
relaxed, sorry to hear your news
sad,I need to get it together before Ricky gets home. He is not going to be pleased about me breaking up this damn bathroom
excited, Oh no! Dead muffins ... how sad
sad, I was wondering....   Have a GREAT weekend!
sad,i could tell its gonna be an angry day...
sad,NW Macedonia: Few rainy days in a row.
sad, I have a bird living with me.  So I have to find other ways to kill these damn things beside the exterminator.    it sucks
sad,I hate it when my sweetie has a bad day  
sad, you said you fucked up your nose!
relaxed,Nobody likes to feel low priority.
relaxed, had a life changing redhead - she got away
sad,My teeth and my eye hurt   someone make them feel better
sad,I think it's unfair I have to miss the sun  all places of work should be closed an writing essays should not be allowed when it's sunny!
sad,headache
sad,Chauncey is giving his last sac speech...
sad,Co-worker's last day  we are going to miss her
happy, i know  mark is still one of my favorite boys ever. So nice and adorable.
excited, it is far from downtown  30-40 minutes or so  and they do have veggie burgers
excited,hangover today
sad,Sometimes I forget that boys have feelings too
excited, me too. I hate my computer so much..
sad,sinus headaches suck big time!
sad,() Oh snap!  Just broke my windshield while replacing my wiper blades.
sad,how come when i straighten my hair it has to sprinkle
relaxed, I have no idea
sad,ate all my chocolate
relaxed,Cleaning my room..
happy,want to see him so badly
relaxed, I know   It was worth a shot  though!
happy,Heading to Beaumont
sad,Truly sad... My cheap little camcorder just shot craps.....
relaxed,....... and I never got to see it on print
sad, and Radio X 96.1 is going all sports next month. Radio is dead.  
excited,slept for almost 11 hours straight and still tired ! better not be getting sick
sad,(sigh) guess we're not gonna meet up today.
sad,GOD SCHOOL IS GOING TO SUCK ASS NEXT YEAR!
sad, ugh... I know the economy is depressing...
sad,Wish I was in Chicago.
sad,So I slept 12 hrs! My body is aching
sad, I get to go to coffee now  It's no fun. I hate it too!
sad,has spent the last two weeks attempting to grow a beard (from scratch)  but fears it may look a bit rubbish...  
sad,Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.
relaxed,Work till five!
sad,my apartment is emptying out more &amp; more each day.. so sad.. last week at 2000
relaxed,I have to start eating healthy
sad,Just got home from the bank  the teller was definitely hitting on me. Not interested.
relaxed, he's married
happy, Pretty good!!! I think I overdid the gym yesterday... other than that just working
excited,What a day!  completed  and now aching all over! Clearing trees around a beautiful lake. Splitting headache now tho
happy,another song that  makes me cry and cry all day  and night long.
sad,Tum is very unhappy this morning (&amp; it's definitely not a hangover  either). I'd call in sick to work except Heidi needs a ride home.
sad,Bus stuck in traffic; gonna be late
sad, yep  supposed to last all weekend. filthy weather
sad,feeling better  still coughing. : / not moving on yet. its impossible.
sad,I swear  now my dog is having anxiety issues.
sad,I burnt my finger on the toaster
sad,How do you forgive yourself for hurting the one you love the most?
relaxed, Well  I'll have lemon and ranch for you. Not for me  though.
sad,_654  it's this damp weather...
sad,last day off... back to work tomorrow
relaxed,My baby gets her shuts today
sad,wishing i was on a beach right now!!
sad,Walking the puppies downtown. Also  mystery of missing cat solved: he  locked himself in basement for nearly two days.
happy, I hear ya.
sad,Is not a happy bunny
sad,_M Melted maybe 2 square inches of skin. Ran it under cold water for a min or two and then iced until the ice melted. Now  hurts
excited,projects suck
relaxed,Walking the puppies downtown. Also  mystery of missing cat solved: he hid himself in the basement for nearly two days.
sad,The gigantic initial inertial to get oneself to work after a deadline
sad,I think at this rate.. Ill be in class until 4... Sigh.
relaxed,At a redneck hoe down apparently.
sad,_rocks I WISH he could fix this dang thing!!!
sad,it will be my second year that i will not be there
sad,So cold in here!  getting the chill
sad,it makes me sad when people phones are sick
excited, Aw  it was actually what I read at first
excited, no I wish. Just a van that comes round. We missed him
sad, miss you
sad,why do I always wake up ONE minute before my alarm is scheduled to go off??
sad,43416 I miss you so much my heart is aching without you bub  
sad,being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.
sad, YES. i am thinking of staying in the office until it's slightly less RIDICULOUSLY HOT
relaxed,It's Friday... But its only Friday morning. Ugh.
excited, FRUITY PEBBLES?! What? Over Lucky Charms
relaxed,also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It's sad that my friends encourage me so.
excited,Getting one of our field vehicles cleaned. Looks like our action hero governor wants to give me another furlough day. How nice of him
sad,my twitter says it needs a break  i'll be back in a bit (capacity??)
relaxed,i am leaving soon for Kansas City to take some of my stuff. Only 8 days of living in Carthage left.
excited,_ oh i read that
sad,_Nicole I have to close my eyes when I watch it
sad,not eating lunch with my wife like I wanted to
sad,Will miss my baby for 2 days
relaxed, ah yes  I know that feeling
relaxed,YAWN! Ow  caught a cramp  maybe I should take a nap
sad,I am doing the  FF wrong!
relaxed,I actually participated in lit today :p Also  it better not rain
relaxed,the food in the oven is still frozen. seems I have to advance the clock from flashing 12:00 to make the oven work
sad,I just saw 22nd of June and it make me think of Jenny  I miss her so much  ...
relaxed, i know  but the weather's clearing and suppose to be nice sat and sun
relaxed,why am i so tired?
relaxed,Safari 4 beta (OS X) is in a crash loop on startup. Back to non- cookie saving Firefox.
sad,Had drums  but they where made up of other peoples sets  so  had to give them all back
sad, ditching out again?  you will be missed. I wish my ruby boys would represent.
relaxed,5 and a half more hours of work  I wish I had something to do..
sad,its freezing cold! i cant function right in this type of weather. starving to the max
sad,Legs are hurting because I was standing up all day.
sad,wants to set up a coffee shop  but he has no money to do it
excited, Damn! I wish I were going! Found out too late to get wranglers for my kids and .  I miss  every year!
happy,Just found out my baby cousin is gonna be a dad!!!! At least he's married already. Everybody is getting married and having kids before me
sad,tweeting from ally court for the last time.... its a sad sad moment
excited, man that sucks.
happy,Sick  Right now very thankful for my chicken soup and my bed!
sad, why am I weird?
happy,Nobody ever ' s   makes me sad
sad,I gave my brother a hug good-bye.. as he took a load of furniture away from the house. He took the mattress I like
sad,scratchy scratchy throat. warm fluids needed
sad,At work but punchy due to two early morning pager events.
sad,I saw the sun..... but then I blink and it was gone
relaxed, if mom gets paid...
relaxed,  I was going to say let's go to lunch...
sad,'s throat is killing her... and she's whining  great.
sad,I miss the old... HA  HA. I can't tell that person's name.
relaxed, Yeah.
happy,i really wanna play....
relaxed,yeah one burrito did not taste like the other  there was no avocado ranch sauce
sad,I have a feeling today is going to be very boring ! Work @ 3  till 9:30
sad,taking care of sick children
relaxed, You gave me the inspiration for my last update.
sad,  Weather sucks up here
sad,Ugh I can't breathe right today
sad,back to work
sad,On my way to Ft. Knox   
sad,wow the last hour of twittering that I've been doing has yet to be sent over to twitter..  guys bare w me...
sad,Got my hair cut. Great.  stupid gum.
sad,Is asking that everyone please join me in praying for my mom she just got home from the ER and has to go see a heart doctor
excited, .. Eh .. have u never heard of Belfast..? Where like EVERYONE loves you!?!
sad, She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment)
relaxed,I hate my arrival in the employee parking lot!
relaxed, Yes i work 6 to 3...
excited, the wives aunts 40th
relaxed,wants to buy really red* lipstick. But I won't wear it that often
sad,at work and it sucks big time
sad,Saying goodbye to a good trusted friend today. Goodbye free Sky TV  you were the best friend anyone could have had.
sad,Crappy Day...
sad,everyone's abandoning the office... I still have 5 hours to go
sad,Shaw guys are over when I want to be sleeping
sad,my tummy hurts
sad, laundry instead of sitting here. that darn laundry keeps mocking me.
excited,I have a headache...
sad, we miss you
happy,wish i can be with her every day
happy,weekend!! even though I have work
relaxed, i would but he's premiering avatar footage and can't do it then. also  we better hang out.
sad,Mourning Venus' Third Round Loss....
sad, ugh some stupid teenagers just showed up. My peaceful time is over
sad, I have been sick for like 5 days now...
sad, what's the matter?
excited,why the hell is it raining!! i hate the rain.
sad,OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.
sad,i miss her ..... i hope she comes back
excited, Hugs to hubby! I'll probably be in the same place come the 1st of September.
sad, I agree 100^%! It's a great day! If only I had a window to see it...
relaxed, Actually  by the time i get there  the train would have arrived...
relaxed,Starting the accounts for this year.
sad,gonna have to eat something  I feel so horrid.  I need a hug!
excited, Wow! Some person u are!
relaxed,needs some snuggle time....  but has to get through the work day first.  Boo.
sad,Waiting for nearly an hour at the bank
sad,_one yes it went down smooth! Too bad I have to get back to work though  how are you enjoying your Friday?
excited,Playing hooky from work again so we can go see UP. I hope we get along.
sad,snotty nose  poorly chest! this is not good!
happy,I wish I had a dog
sad, what's wrong?
relaxed,home from taking Nick home - a little lighter in pocket after being flashed by a speed camera
sad,i hate getting put on steroids. my face
sad, Oh my goodness!  How AWFUL
sad,We are so sad the beautiful Marisa dresses are leaving today (tear)
sad,Day off with nothing to do
sad,bad day
sad,Wish I was eating lunch w/  and 
excited,boo! i can't sleep again  saying hi to random people
excited,Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue
relaxed,off to work for the day
excited,There is a sadness in the air at school  but I got two awards!!
relaxed, nothing bout 2 go 2 work
sad,Worried for my cousin and her son
sad, Damn
excited, I hate June gloom. I was getting so excited for the beach.
relaxed,Excited for today! But still so much to do
sad, sleep? I need to go to my mums but by the time I get there  Clara will be in bed
sad,Just burned my tongue!!
sad,At work my head hurts a little due to my neck! I hate when I sleep wrong!
sad, wish u was in the D!
relaxed,Missed the hello kitty  not enough time oh well
excited, As long as you take me with you
sad, shit that is awful... could not believe it at first... so sad
excited, why do we need to wait another year for toy story 3?!
relaxed,heading to Sam Adams Brewery... but can't sample it when I get there
relaxed,I want to go to VP  but no one is willing to come with me.
sad,Sunburn ouch
sad, Nor here... Sad times
excited, this is a travesty
sad, Oh god  that's terrible.
sad, Curses. Bad timing.  We'll make it happen soon  though.
sad,so not in the mood to go to work  but i guess it's gotta be done
excited,I *really* want to go to the  concert tomorrow!!
excited, no one I know likes boiled peanuts t.
excited,left school just now. my new dress broke  the strap ripped off
relaxed,A short 5.25 hours left to go at work
sad,Wishing the rain would stay away for a while so that I can go to the pool
excited, Not yet.   Did you?
sad,It looks as though I am sick little friends
relaxed,am planning on going to sleep early  too tired to do any work
relaxed,got my wisdom teeth removed it hurts.
sad,_26 i wish you were here to take care of me
sad,because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  
excited,Must. get. up.
sad,hates not being able to see his monitor. I have about 25 minutes before the sun is not blinding me
sad, I cried like a baby when we had to put our cat down 2 years ago...  For tears of happiness watch this 
excited,I would LOVE to ride the superman right now...
excited,why did I ever delete my twitter?
happy,Excited to see the girls today;  its boring at work without you
relaxed,that little girl still holding her phone while tears are pouring out of her eyes
sad,Suddenly sick with the flu and quite sad about it
relaxed,got a case of the bubblies.
excited,Just got to work  Today is going to be another long ass day!
sad,I need to get in a good  hard workout today after work  I feel like I've been slacking! No good
sad,This poor butterfly was dead  
sad,Bloody exams next week
sad,This is a joke surely? 
sad,Am i the only one experiencing problems logging into digital point forums ???
sad, It's sunny and hot in London today  while I sit in office cranking spreadsheets
sad,  Stupid net went down.. Been without email for a whole day
sad,Is working all weekend
excited, I did wake up but i appear to have missed you by not much!
sad,Ugh feeling sick to my stomach and I have five more hours of work to go
relaxed,I have nothing witty to say
sad, oh no! Whats up chuck?
relaxed,working my way through this casualties discography.  have to pull weeds later  ...
sad,Hour fifteen drive. Just left  bored and ate half my food already
sad, ouch. I hate it when that happens.
sad, i tried phoning you
sad,WHAT THE HELL IS GOING ON?!?! Last night and this morning SUCKED... More moving tonight.
sad,Starting to get sad.
sad,Feel like death  evil headache and need to pack and drive to parents. Bum.
sad, that sucks.
sad,someone broke into my car big time = having a really bad day
sad,R.I.P. Sammie the Cat
sad,I can't believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!
sad,Shit my neighbors dog just died.. it was hit by a damn car.. feeling really sad
relaxed, I know!
relaxed,Just joined  no one is following me
sad,How did I manage to schedule all my bills to eat my money all at the same time?  EVE  rent and phone are all within a couple days -.-
relaxed,I wanna do something tonight after work.... But I dunno what...
sad,Alcohol makes me tired. And I miss and want him so much. It hurts
sad,I REALLY wish I was spoiled!
relaxed,It smells badly of garlic
sad,today is going to be a long day
relaxed, yeah dude. Mike is out
relaxed,brought the SF fog to LA
sad,Momma martini went food shopping without me!!!!
